run_num,run_id,scan_id,ordinal,wheel,direction,tension_state,metadata_correct_digit,before_code,after_code,before_digit,after_digit,truth_digit,is_true_gate,position_valid,collection_mode,action_type,sample_rate,channels,audio_duration_s,motion_duration_s,quality_valid,final_step,event_count,target_rms,target_peak,target_clipped,reference_rms,reference_peak,reference_clipped,audio_overflow,contains_non_finite,scan_start_code,scan_start_digit,transition
85,run_000085,9,5,1,CCW,UNLOADED,-1,2062,3062,2,3,3,1,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.273815,True,171,2,0.0018105179948013598,0.017120361328125,0,0.001910929583831269,0.041656494140625,0,False,False,8062,8,2→3
86,run_000086,9,6,1,CCW,UNLOADED,-1,3062,4062,3,4,3,0,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.275131,True,171,2,0.002757694616197051,0.044921875,0,0.0021355630914223055,0.0406494140625,0,False,False,8062,8,3→4
87,run_000087,9,7,1,CCW,UNLOADED,-1,4062,5062,4,5,3,0,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.274961,True,171,2,0.0020337564714522816,0.019134521484375,0,0.0020650648065097233,0.0338134765625,0,False,False,8062,8,4→5
88,run_000088,9,8,1,CCW,UNLOADED,-1,5062,6062,5,6,3,0,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.275697,True,171,2,0.002245870060537114,0.02850341796875,0,0.0027580750858132055,0.0560302734375,0,False,False,8062,8,5→6
89,run_000089,9,9,1,CCW,UNLOADED,-1,6062,7062,6,7,3,0,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.274726,True,171,2,0.0021121962383958085,0.022735595703125,0,0.0030125778938331496,0.043731689453125,0,False,False,8062,8,6→7
90,run_000090,9,10,1,CCW,UNLOADED,-1,7062,8062,7,8,3,0,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.274966,True,171,2,0.002551265937349672,0.086456298828125,0,0.0028220705252322864,0.044708251953125,0,False,False,8062,8,7→8
91,run_000091,10,1,1,CCW,LOADED,-1,8062,9062,8,9,3,0,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.274206,True,171,2,0.004111504476960084,0.117095947265625,0,0.007810010432855211,0.305419921875,0,False,False,8062,8,8→9
92,run_000092,10,2,1,CCW,LOADED,-1,9062,0062,9,0,3,0,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.275021,True,171,2,0.002268059132710137,0.019012451171875,0,0.0024909915042457846,0.0379638671875,0,False,False,8062,8,9→0
93,run_000093,10,3,1,CCW,LOADED,-1,0062,1062,0,1,3,0,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.274165,True,171,2,0.002086358808322491,0.015411376953125,0,0.002084113214787859,0.037933349609375,0,False,False,8062,8,0→1
94,run_000094,10,4,1,CCW,LOADED,-1,1062,2062,1,2,3,0,True,digit_scan,DIGIT_MOVE,44100,2,1.4188888888888889,0.27457,True,171,2,0.002126402660748133,0.036865234375,0,0.002205220493852931,0.03875732421875,0,False,False,8062,8,1→2
